Ejemplo;Modismo;Definición Real;Sinónimo;Definición Sinónimo;Acorde;Def. real; ;;
Estaba de afán porque iban a cerrar la oficina y en una despistada se metió por el carril equivocado y no pudo hacer el retorno.;despistada;Descuido, desorientación.;distracción;falta de atención que causa error o desorientación momentánea;0;1;;;
Luego, fue hasta el bar y agarró una botella de litro de Johnny el Caminador, etiqueta negra, dos vasos y una hielera repleta.;hielera;Recipiente que se usa para servir hielo.;nevera portátil;contenedor portátil con hielo para mantener frías las bebidas;1;1;;;
Ofrecemos frutos de mar y además variedad de carnes y pasabocas para sus banquetes.;pasabocas;Pedazo pequeño de pan o galleta con algún alimento encima que se ofrece en reuniones sociales.;aperitivos;Alimentos pequeños servidos antes de la comida principal o con bebidas.;1;1;;;
Yo creo que él era el cachetero número uno de Cali y elegante porque solo te cacheteaba whisky.;cachetero;Sinvergüenza, que busca comer y beber a expensas de otros.;vividor;Persona que se aprovecha de otros y vive a costa ajena;1;1;;;
Es tan difícil encontrarse a estos personajes de corbata en la calle o en el almorzadero del pueblo. Para hablar con ellos hay que procurar meterse en sus oficinas.;almorzadero;Restaurante en el que se sirven almuerzos y comida en general, especialmente en pueblos y carreteras.;restaurante;Local público donde se sirven almuerzos y comidas.;1;1;;;
Diríamos mejor, sólo ese grupo puede creer el 'empastelado' de conceptos que armó un artículo descrestador que produce carcajadas, pero que es irreal.;descrestador;Referido a una persona o situación, que sorprende o impresiona positivamente a los demás, a veces sin ser cierto.;absurdo;extremadamente ridículo e inverosímil;1;1;;;
Su director indicó que debe saltar matojos para conseguir los seis millones de pesos mensuales que necesita para darle alimentación a los menores y pagar los profesores.;matojo;Superar obstáculos y dificultades, especialmente de tipo económico, para conseguir algo.;obstáculos;Dificultades o barreras que impiden el progreso.;0;1;;;
qué comida tan maluca;maluco;dicho de una cosa, desagradable al gusto o al olfato;desagradable;Causa rechazo o mala sensación al paladar.;1;1;;;
Los avances de la tecnología han venido desplazando a los juegos tradicionales como la lleva, golosa, escondidas y ponchados.;golosa;Juego infantil que consiste en lanzar una piedra sobre un recorrido trazado en el suelo y luego saltar en un solo pie sobre el trazado para recoger la piedra.;buscar;tocar a alguien para que cuente o salga del juego;0;1;;;
El carro se detiene y un chico moreno, de 1,60 metros de estatura, con gorra y cholas, dientes torcidos y con leve tartamudeo se me acerca.;chola;Sandalia.;chanclas;Zapatos abiertos sin talón para uso doméstico.;1;1;;;
Parte de la gastronomía paisa es la parva, que dulce o salada nos recuerda tardes agradables en compañía de familiares o amigos.;parva;Conjunto de panes, galletas y hojaldres que se sirven con el café, el té o el chocolate.;colaciones;Piezas pequeñas de panadería dulce o salada para refrigerios.;1;1;;;
Es obligación de todos los umpires de la Liga asistir a esta capacitación y aprobar el examen que realizan al terminar.;umpire;Árbitro de béisbol.;árbitros;Personas encargadas de aplicar las reglas y juzgar un partido;1;1;;;
El plato tipo bufet incluye los banqueteros y el menaje necesario para el servicio.;banquetero;Persona que sirve comidas y bebidas en banquetes, fiestas o recepciones.;mesero;Persona encargada de servir y atender a los comensales en eventos.;1;1;;;
El principal síntoma es un dolor muy fuerte y la sensación de que la rodilla se va a zafar o se va a presentar una dislocación.;zafarse;Desencajarse un hueso de la articulación.;dislocarse;Salir de su posición normal un hueso o articulación;1;1;;;
"Con brochas en mano y pintura de colores amarillo y azul, el grupo de empresarios fue dándole otro aspecto a la rueda, el ""machín-machón"" y el resbaladero.";resbaladero;Juego infantil ubicado en los parques que consta de una rampa y unas escaleras por las que los niños suben para luego deslizarse.;tobogán;Deslizadero artificial inclinado para resbalar por diversión.;1;1;;;
Antes era un chamo de sexto grado de bachillerato. Ahora es todo un profesional de la salud.;chamo;Niño o adolescente.;muchacho;Joven varón que estaba en la escuela secundaria;1;1;;;
El departamento tuvo unas 15 grandes empresas exportadoras dedicadas a la maquila básica (coser prendas para marcas mundiales que suministraban el diseño y los insumos).;maquila;Persona o microempresa contratada por terceros que se encarga de la confección de prendas de vestir y accesorios.;confección por encargo;Fabricación de prendas con materiales y diseños ajenos para exportación.;1;1;;;
Juan no se comió la carne porque estaba abombada.;abombado;Referido a un alimento, que está descompuesto.;podrida;Carne en mal estado y con mal olor;1;1;;;
El burgomaestre fue recibido por grupos de jóvenes que agradecían la decisión de construir polideportivos en sus zonas, en donde antes sólo había un mangón.;mangón;Terreno grande, generalmente sin uso determinado.;potrero;Terreno amplio sin construcción ni acondicionar, usado como espacio abierto;1;1;;;
Quedó muy tocado con su familia, cuando divulgaron en la prensa asuntos muy personales.;tocado;Referido a una persona, que está resentida o enojada.;herido;afectado emocionalmente y dolido por la situación;0;0;;;
las mochilas wuayú son muy hermosas;mochila;bolso de tela o fibra vegetal que se teje a modo de red y tiene una tira larga del mismo material para llevarlo colgado;bolso tejido;bolsa artesanal tejida para llevar en el hombro o espalda;1;1;;;
Soy de pandebono y atollao. Y aunque últimamente trato de evitar los fritos, ¡uy! una marranita me sienta divinamente.;marranita;Fritura hecha con masa de plátano verde, rellena de chicharrón.;antojito frito;Pequeño alimento frito que provoca ganas de comerlo;0;1;;;
¿Ya compraste el pasaje para ir a Bucaramanga?;pasaje;Papel impreso que acredita que se pagó un servicio de transporte.;boleto;Documento o comprobante para viajar en transporte público o privado;1;1;;;
Sin ser invitada recorrió toda la casa haciendo comentarios poco discretos, ¡qué pasada!;pasado;Referido a una persona, muy confianzuda.;atrevida;Persona que invade espacios o habla sin permiso;1;1;;;
La abuela tiene una tienda de antigüedades llena de trebejos que ha juntado a lo largo de los años.;trebejos;Objetos viejos e inútiles.;trastos viejos;Objetos antiguos variados y acumulados sin uso específico.;1;1;;;
Nosotras creemos que nuestro paso por el mundo es para algo más que andar por ahí comiendo chanchitos y vaquitas que no le están haciendo mal a nadie.;chancho;Cerdo, animal mamífero.;lechones;Cerdo pequeño o cría de puerco;1;1;;;
¿Te vas a dejar engatusar con un acordeón equis ruidoso pero barato?;equis;Dicho de algo o alguien que es desconocido, indiferente o que es de mala calidad, mediocre.;de poca calidad;Objeto o producto de baja calidad o mediocre.;0;1;;;
Como había agitado la gaseosa, cuando abrió la botella quedó un chispero sobre la mesa.;chispero;Conjunto de chispas que salpican sobre una superficie.;salpicadura de espuma;Pequeña cantidad de líquido o espuma que saltó y quedó sobre la mesa;0;1;;;
Micheladas, mezclas y submarinos, otras formas de brindar: hágalos usted mismo.;submarino;Cerveza a la que se le adiciona una copa con aguardiente.;cerveza con aguardiente;Bebida alcohólica de cerveza con licor añadido.;1;1;;;
acá tomamos agua de coco, lavamo en joto / todo el que no tiene anda en rapimoto.;rapimoto;Motocicleta empleada para prestar el servicio de transporte urbano.;pobretón;Persona que carece de recursos o es de pocos medios;0;1;;;
En la tarde me gusta ir a un mercado de pulgas, donde chécheres viejos, ropa, objetos, muebles, libros, se extienden por cuadras y cuadras.;chécheres;Objeto viejo e inútil.;trastos;objetos viejos o de poco valor acumulados;1;1;;;
Aplique una segunda capa de cera sobre el suelo, no pise, termine la operación pasando la brilladora.;brilladora;Electrodoméstico compuesto por uno o varios cepillos redondos que giran a determinada velocidad para brillar el suelo.;pulidora;Máquina para pulir y dar brillo a pisos encerados.;1;1;;;
me machuqué el dedo con la puerta del carro;machucarse;sufrir una contusión una parte del cuerpo al quedar atrapado entre dos superficies;aplastarse;aplastar una parte del cuerpo entre dos objetos;1;1;;;
Los padres de los novios se sintieron intimidados con los meseros, que tenían más roce social que ellos y se sintieron más cómodos en la fiesta que los propios invitados;roce;Trato o relación con personas de estrato social alto.;experiencia social;Práctica y habilidad para manejarse en ambientes sociales;0;1;;;
Lo lamento por los diseñadores porque tendrán que usar más tela para tapar ese gordito del descaderado.;gordito;Prominencia de tejido grasoso en cintura o muslos.;abultamiento;Protuberancia localizada que sobresale en la zona de la cadera.;1;1;;;
Fue un lindo gol, pero no pudimos coronar el triunfo.;coronar;Culminar con éxito una labor de grandes dimensiones.;consumar;Completar o rematar con éxito una acción.;1;1;;;
En la serviteca cuentan con maquinaria y tecnología de punta para ofrecerle la mejor calidad a los usuarios y sus vehículos automotores.;serviteca;Establecimiento que ofrece servicios y atención a los automovilistas y sus vehículos.;taller mecánico;Lugar especializado en mantenimiento y reparación de vehículos;1;1;;;
No te pongás vos a pendejear con este asunto. Dejá las cosas de ese tamaño.;pendejear;Hacer o decir cosas de poca importancia.;hacerse el tonto;Fingir desinterés o inutilidad para no ocuparse del asunto;1;1;;;
Eso muestra que cuando uno no tiene facilidad de relacionarse, busca en Internet lo que no encuentra en la vida real. Es mejor vivir la realidad y no ir a buscar lo que no se le ha perdido en otro lado”, dice esta arquitecta.;perdido;Entrometerse en asuntos o problemas que no le corresponden exponiéndose e a resultar afectado.;no le hace falta;algo que no necesita o no extraña;0;1;;;
Me sentía maniado con tanta presión laboral y no pude realizar bien mi trabajo.;maniado;Referido a una persona, que no puede actuar libremente frente a una situación problemática.;presionado;Sometido a mucha presión que limita la capacidad de actuar;1;1;;;
!Y teniendo en la mano un macoco, fuera yo hasta capaz de comerme crudos mis caimanes!;macoco;Machete corto usado por los trabajadores de Baranoa, Magdalena, para laborar en el campo en actividades de siembra y cultivo.;machete viejo;Machete desgastado con poca hoja restante;1;1;;;
La empresa empezó el año pasado, la pavimentación de la vía, pero la obra se quedó de ese tamaño.;quedar;Permanecer un problema sin solución o conclusión.;quedarse incompleta;permanecer sin terminar o avanzar más allá de un punto inicial;0;1;;;
El requinto se usa en la ejecución de ritmos típicos colombianos como bambucos, guabinas, pasillos y música carranguera.;requinto;Instrumento musical de cuerda, más pequeño que la guitarra y de cinco cuerdas.;guitarra pequeña;Instrumento de cuerda similar a la guitarra pero de menor tamaño y sonido más agudo, usado para interpretar la línea melódica en ritmos tradicionales.;1;1;;;
No me pidas que te ayude a despinchar la bicicleta porque para eso soy una teta.;teta;Ser una persona torpe o poco hábil en la realización de una actividad.;inútil;Persona poco competente o incapaz para esa tarea;1;1;;;
En ese momento agregué un comentario plagado de malevolencia: dizque aprende álgebra y literatura al mismo tiempo.;dizque;Al parecer.;supuestamente;presuntamente, según se dice;1;1;;;
Cada persona debe estar atenta a si alguno de estos alimentos lo brota más y de esa forma disminuir su consumo.;brotar;Sufrir una persona una reacción en la piel a causa del acné o de una alergia.;provocar acné;Generar o empeorar brotes de espinillas en la piel.;1;1;;;
A 15 minutos de Aquitania el vehículo se detiene en la carretera, yo me bajo un tanto entumido por el frío.;entumido;Referido a una persona o a un miembro de su cuerpo, impedido del movimiento generalmente por el frío.;agarrotado;Cuerpo rígido y entumecido por el frío, con movilidad limitada.;1;1;;;
